life_expectancy,adult_mortality,infant_deaths,alcohol,hepatitis_b,measles,bmi,polio,total_expenditure,diphtheria,hiv_aids,gdp,population,thinness_1_19_years,schooling
72.3,116,20,0.62,98,834,52.7,99,5.67,99,0.1,2861.5545,31989897,6.4,10.5
71.8,123,21,0.51,97,1455,51.7,99,5.41,99,0.1,2884.94776,31596855,6.4,10.3
71.4,128,21,0.56,95,2248,5.8,95,5.48,95,0.1,2494.353552,31225881,6.4,10
71,133,22,0.58,95,1217,49.9,97,5.23,97,0.1,2191.478567,3869346,6.4,10
77,137,22,0.47,96,0,49.1,98,5.6,98,0.1,213.755559,35217,6.5,9.8
72,142,23,0.56,95,6399,48.2,97,5.22,97,0.1,1948.812275,3179285,6.5,9.6
69.9,146,24,0.58,9,10841,47.3,91,5.25,91,0.1,1721.973863,29843937,6.6,9.3
69.5,15,25,0.46,92,6000,46.5,94,5.31,94,0.1,1413.757176,29512368,6.6,8.8
69,155,26,0.46,84,2724,45.7,93,4.44,96,0.1,1336.775376,29181832,6.7,8.5
68.6,16,27,0.45,43,7368,44.8,95,4.18,95,0.1,1332.382358,28849621,6.7,8
56.7,375,61,0.01,79,9,22.2,79,6.98,79,4.1,623.2871141,27212382,3.6,9.1
55.3,46,62,1.16,78,8,21.8,78,5.9,78,5.1,65.985681,26434372,3.6,9.1
54.8,48,64,1.19,76,145,21.3,73,5.58,76,6.9,566.513873,2567666,3.6,9.2
54.3,47,66,0.94,76,177,2.9,73,6.23,76,9.6,526.5313517,249395,3.7,9.5
54,47,69,0.96,74,2321,2.5,73,5.38,74,10.8,419.2258149,2422145,3.7,9.3
53.8,4,70,1.18,74,60,2.1,74,5.43,74,11.3,463.852618,2352463,3.7,9.2
53.2,45,72,1.48,75,4,19.7,74,4.91,75,12.6,53.127719,22846758,3.7,8.8
52.1,425,74,1.03,75,267,19.3,75,5.25,75,14.1,422.1461573,22188387,3.8,8.2
51.2,434,78,1.2,75,183,18.9,73,6.51,78,16.3,385.7567141,21547463,3.8,7.9
58,434,80,1.23,75,12598,18.5,71,6.87,8,16.2,369.1545359,29237,3.9,7.3
54,429,82,1.54,76,9396,18.1,69,5.91,83,15.9,336.3318145,231275,3.9,7
51,424,85,1.68,76,28898,17.7,67,6.39,85,15.3,283.8911588,19716598,4,6.7
49.8,416,87,2.16,76,7155,17.3,76,6.45,76,14.5,262.884551,19139658,4,6.2
49.5,48,90,2.09,25,7085,16.9,72,5.64,73,13.4,256.4414872,18588758,4.1,5.8
66.4,21,40,0.01,88,122,22.9,88,2.28,88,0.3,1262.893782,51924182,12.9,9.1
66.2,22,42,0.7,75,1010,22.1,76,2.16,75,0.4,1168.83947,51448196,12.9,9.1
65.9,25,44,0.55,58,2175,21.3,87,2.22,84,0.5,1171.58257,5986514,13,9.1
65.6,27,47,0.33,4,2046,2.5,9,1.87,84,0.5,1186.423937,555331,13,9.1
65.4,29,49,0.3,92,190,19.8,9,1.92,9,0.5,987.7365832,5155896,13.1,8.8
65.2,211,52,0.28,91,329,19.1,9,2.5,9,0.6,741.777116,49869,13.1,8.5
59.2,296,59,0.3,85,333,18.3,85,1.87,85,0.6,643.951373,49479752,13.2,8.2
64.5,217,58,0.26,85,1088,17.6,84,1.68,86,0.6,41.451,49171586,13.2,8.1
64.2,22,61,0.28,75,760,17,82,1.78,82,0.6,296.97284,48846474,13.2,8
63.9,224,64,0.28,62,314,16.4,86,1.83,73,0.5,247.24276,48482614,13.2,7.9
63.5,228,66,0.44,39,1329,15.7,92,1.97,82,0.5,219.8156688,487377,13.3,7.8
63.2,231,69,0.4,8,830,15.2,86,1.97,78,0.5,219.782326,47624894,13.3,7.7
65.9,242,2,0.01,88,477,34.9,88,8.93,88,2.2,5421.343953,237992,8.6,11.7
66.1,232,3,0.01,89,1028,34.1,89,8.53,89,2.5,5488.131712,231652,9,11.6
65.8,232,3,0.01,84,86,33.3,84,8.24,84,3.7,5749.44752,2263934,9.5,11.5
64.3,268,3,7.84,82,79,32.5,85,8.78,82,4.7,56.971392,2215621,9.9,11.5
63,299,3,7.58,83,3138,31.8,83,7.89,83,6.2,5191.58381,217317,1.4,11.4
69.6,158,18,0.01,92,1279,18.5,92,5.8,92,0.1,76.2386977,28323241,15.9,12.4
69.3,162,19,0.27,92,1861,18,92,5.69,92,0.1,688.6172788,2798531,16.1,12.3
68.9,167,20,0.26,9,3362,17.4,9,5.89,9,0.2,681.7925868,27649925,16.3,12.3
68.4,172,22,0.27,92,2359,16.9,92,6.73,92,0.2,692.1166842,27327147,16.5,12
68,178,23,0.24,82,190,16.4,83,6.43,82,0.2,592.1835216,2723137,16.7,11.1
67.5,183,25,0.22,89,189,15.9,93,6.41,89,0.2,48.7299,2674113,16.9,10.5
67,189,27,0.21,82,2089,15.4,82,6.44,82,0.2,473.844449,26475859,17,10.1
66.6,194,29,0.2,82,1415,14.9,82,5.84,82,0.2,393.8843518,26214847,17.2,10
66,21,31,0.2,69,2838,14.4,91,5.7,89,0.2,348.6314534,2594618,17.4,9.6
65.4,28,33,0.2,41,5023,13.9,78,5.72,75,0.2,317.89198,2564287,17.6,9.4
64.7,218,35,0.21,27,12074,13.4,8,5.82,8,0.2,287.4156,2539449,17.8,9.3
64.3,22,38,0.2,2,13344,12.9,76,5.48,78,0.1,253.72412,2495623,18,9.2
74.5,148,2,3.55,98,0,53.2,99,9.4,98,0.1,1975.46477,613997,1.8,11.6
73.9,157,2,3.58,98,0,52.4,99,8.43,98,0.1,1847.19849,5945747,1.8,11.5
73.9,157,2,3.63,98,0,51.7,99,8.4,98,0.1,1792.3845,587718,1.8,11.5
74.5,147,3,3.39,98,0,5.9,99,6.39,98,0.1,1682.957924,58782,1.8,11.5
73.2,154,3,3.38,98,0,5.2,99,6.58,98,0.1,1526.497938,5737723,1.9,11.4
73.2,163,3,3.36,98,0,49.4,99,6.82,98,0.2,1464.497754,5666581,1.9,11.3
72.5,169,3,3.64,97,0,48.6,97,6.98,97,0.2,1518.85386,559456,1.9,11.1
72.5,173,3,3.83,93,0,47.9,93,6.91,93,0.2,1344.31871,552216,2,11
73,17,3,3.69,88,0,47.1,88,6.33,88,0.3,124.992617,545211,2,11
71.2,194,3,3.7,86,0,46.4,87,6.11,86,0.3,1175.116225,5379328,2,11
71,194,4,3.81,79,0,45.7,8,6.13,79,0.3,191.55157,53973,2.1,11
76,198,4,3.77,86,0,44.9,86,6.12,86,0.3,115.565314,524879,2.1,11
75,197,4,3.5,85,0,44.2,85,5.71,85,0.4,11.147277,5171734,2.2,10.7
73,193,4,3.51,87,0,43.5,89,5.26,87,0.4,143.6758,5175,2.2,10.4
73,192,4,3.61,83,0,42.8,85,5.39,83,0.4,116.2743,526796,2.2,10.1
61.4,223,49,0.01,68,1142,18.9,67,5.82,68,0.5,43.646498,19148219,9.8,5.3
69,227,49,0.01,67,1224,18.5,56,5.9,67,0.6,416.14838,18426372,1,5.3
63,232,49,0.01,71,272,18.1,71,6.11,71,0.7,391.515524,17731634,1.3,5.1
59.4,241,50,0.15,75,771,17.7,4,6.66,75,0.7,375.5819866,1764636,1.5,4.8
58.2,252,50,0.12,7,372,17.3,75,6.36,7,0.9,348.151511,16425578,1.7,4.5
57.1,263,51,0.11,71,801,16.9,71,6.98,71,1.1,341.2894618,15813913,11,4.2
53.6,362,490,0.01,49,6855,24.7,49,3.67,49,3.9,3221.678128,1764652,1.1,10
53.2,367,498,8.3,46,52852,24.1,46,3.7,46,3.9,2996.96432,17182933,1.4,9.8
52.7,374,505,8.54,42,6447,23.5,42,3.3,42,4.4,2755.297787,167297284,1.7,9.7
52.3,375,513,8.75,46,18843,22.8,48,3.69,48,4.7,2527.9423,16287776,11,9.6
52,374,521,8.9,49,8491,22.2,54,3.47,54,4.8,2327.3267,158578261,11.3,9.5
51.6,376,527,9.05,63,1272,21.6,66,4.24,63,4.9,197.661422,15442181,11.7,9.3
59,386,536,9.3,41,9960,21,6,4,53,5,1383.893354,1534739,12,9.2
55,388,542,9.55,42,2613,2.4,54,4.47,42,5.2,1136.829645,14641724,12.3,9.1
49.8,396,549,9.66,27,704,19.9,46,3.66,4,5.3,119.743286,14261494,12.6,9
49.2,4,556,9.71,18,110927,19.3,45,4.11,36,5.4,87.8938738,138939478,12.9,8.9
66.2,162,359,0.01,72,1370,24.7,72,2.61,72,0.1,1316.98966,185546257,19.4,7.8
66,163,365,0.04,72,8749,23.9,72,2.7,72,0.1,1272.44161,181712595,19.6,7.7
65.7,165,369,0.04,72,8046,23.2,72,2.76,72,0.1,1261.28967,177911533,19.8,7.6
65.5,167,371,0.04,74,4386,22.5,75,3.1,74,0.1,1226.215314,174184265,2,7.5
65.1,172,372,0.04,82,4321,21.9,82,3.2,82,0.1,14.142268,1756182,2.2,7.5
64.8,175,371,0.03,78,863,21.3,7,2.94,71,0.1,16.63999,1674958,2.5,7.3
64.6,177,369,0.03,65,1129,2.6,7,3.26,62,0.1,139.31288,16364463,2.7,7.3
64.4,178,367,0.03,75,2801,2.1,75,3.35,75,0.1,95.4327931,16332974,2.8,6.7
64.2,179,365,0.03,78,7641,19.5,77,3.4,78,0.1,873.772727,15793993,21,6.5
62.9,2,364,0.04,7,2981,18.9,78,2.91,77,0.1,711.4699463,15399667,21.2,6.1
63.7,183,364,0.01,65,4248,18.4,65,2.56,65,0.1,649.848233,15783,21.4,5.6
63.5,185,366,0.01,63,4740,17.9,69,2.61,67,0.1,563.594342,1477341,21.6,5.6
77.6,119,1,6.74,8,0,57.1,8,8.3,8,0.1,12593.7374,393986,1.9,13
77.5,118,1,6.89,8,0,56.3,81,8.9,8,0.1,11685.97983,3838462,1.9,12.9
77.2,12,1,6.95,85,0,55.6,87,7.25,85,0.1,1589.82713,3772938,1.9,12.8
77.3,121,1,6.9,87,4,54.9,91,7.5,87,0.1,927.723171,377782,2,12.9
76.5,122,1,6.94,94,0,54.2,95,8.5,94,0.1,7937.259931,3643222,2,12.8
76.8,127,1,6.87,85,0,53.4,85,7.56,85,0.1,7429.628274,3579385,2,12.8
76.5,127,1,6.74,86,0,52.7,86,6.75,86,0.1,6973.9284,3516268,2,12.8
76.4,124,1,6.16,85,0,51.9,84,6.31,85,0.2,668.8667,345387,2.1,12.9
76.2,125,1,5.72,88,0,51.1,98,7,88,0.1,5348.518399,339195,2.1,12.9
75.8,122,1,5.53,92,0,5.3,88,7.48,92,0.1,4916.54886,333465,2.1,12.9
75.8,123,1,5.69,95,0,49.5,92,8.9,95,0.2,4591.892776,3269541,2.2,12.8
75.5,126,1,5.52,98,0,48.6,95,7.6,98,0.1,4267.13578,329174,2.2,12.8
75.7,125,1,5.52,98,0,47.8,99,8.3,99,0.2,4126.14671,3149265,2.3,12.6
75.5,124,2,5.43,98,0,46.9,95,7.72,99,0.1,446.372833,389684,2.3,12.4
62.7,278,10,0.01,67,2299,47.9,64,4.26,73,0.7,2182.716565,7755785,1.3,10
62.4,281,10,0.01,73,12,47.2,8,4.78,79,0.8,229.95364,7592865,1.3,10
62.2,284,10,0.01,68,0,46.4,81,4.55,74,1,271.318741,743836,1.3,9.9
62,285,10,0.88,66,0,45.7,69,4.94,72,1,177.867119,7269348,1.3,9.9
61.8,286,10,0.79,56,0,44.9,72,4.18,67,1.1,1366.879112,718239,1.4,9.6
61.6,288,11,0.82,66,0,44.2,79,4.36,73,1.1,1166.66337,6947447,1.4,9.2
61.4,29,11,0.81,59,0,43.4,76,4.6,63,1.3,1178.72469,6787187,1.4,8.9
61.1,295,11,0.71,61,0,42.7,72,4.4,71,1.4,956.668952,6627922,1.4,8.6
68,299,11,0.64,71,1,41.9,67,5.92,72,1.5,854.346921,647272,1.4,8.2
64,37,11,0.84,63,1222,41.1,61,6.42,72,1.5,77.5773486,631479,1.4,7.9
59.9,314,11,0.58,6,1385,4.4,59,8.39,62,1.5,637.3616215,6161517,1.5,7.6
59.6,321,11,0.59,67,3863,39.6,62,6.79,68,1.4,588.3582595,61724,1.5,7.2
59.3,327,11,0.61,6,17620,38.9,54,7.69,61,1.4,511.665773,5862316,1.5,6.9
59.1,331,11,0.68,59,4023,38.2,52,6.68,55,1.3,539.41528,5716152,1.5,6.6
58.9,335,11,0.73,57,7135,37.5,51,3.98,59,1.1,631.9468526,5572222,1.6,6.2
73.9,147,3,0.01,87,0,49.4,83,9.81,87,0.2,4712.822736,6552584,2,12.3
73.8,148,3,5.03,86,0,48.6,8,1.49,86,0.2,4479.95858,646574,2,12.3
73.6,148,3,5.36,87,0,47.9,83,1.33,87,0.1,3855.537735,6379219,2,12.3
73.4,15,3,5.79,89,0,47.1,84,9.42,89,0.1,3988.11894,6293783,2.1,12.3
73.2,152,3,5.65,89,0,46.4,85,9.1,89,0.1,3225.591754,629877,2.1,12.4
73,155,3,5.39,85,0,45.6,81,9.14,85,0.1,2599.596259,6127837,2.1,12.1
72.7,157,3,6.14,87,0,44.9,85,7.6,89,0.1,359.992184,647117,2.1,11.9
72.5,159,3,5.61,86,0,44.2,95,6.41,95,0.1,2312.192926,5966159,2.2,12
72.3,161,3,5.61,92,0,43.5,98,6.43,98,0.2,189.71539,5882796,2.2,12.1
72.1,163,3,6.38,92,0,42.8,96,6.7,96,0.2,157.145691,5795494,2.3,12.3
71.9,165,3,6.2,9,0,42,92,5.78,92,0.2,148.527976,57374,2.3,12.1
71.7,166,4,6.64,86,0,41.3,86,5.99,86,0.1,1174.779347,56795,2.4,12.7
75.3,125,8,0.01,88,0,54.9,78,5.47,88,0.1,6491.5245,3973354,1.1,13.4
75.3,125,8,5.38,88,0,54.2,71,5.23,88,0.1,6583.116248,3565716,1.1,13.4
74.9,129,9,5.14,95,0,53.6,94,5.18,95,0.1,6387.785281,3158966,1.1,13.4
74.5,133,9,4.83,91,0,52.9,91,4.93,91,0.2,5771.565878,29759989,1.1,13.4
73.7,14,10,4.72,93,0,52.2,92,5.3,93,0.2,522.493191,29373646,1.1,13.3
73.8,14,10,4.69,93,0,51.5,92,5.36,93,0.3,4166.93387,29157,1.2,13.3
73.9,138,11,4.85,93,1,5.8,93,4.73,93,0.3,428.87811,2864198,1.2,13.2
74,133,11,4.29,93,0,5.2,93,4.6,93,0.3,3611.2147,28292724,1.2,13.2
74.2,134,12,4.22,94,0,49.5,94,4.47,94,0.4,3171.49856,27949944,1.2,13
72.8,148,13,4.44,94,0,48.8,66,4.72,77,0.4,2754.7829,276141,1.3,13
72.2,151,14,4.27,92,0,48.1,81,4.56,86,0.4,2448.143899,27273194,1.3,12.8
72.1,152,15,4.5,65,0,47.4,95,4.6,94,0.4,218.25997,26937738,1.3,13.3
68.4,214,54,4.52,67,58848,24.8,77,4.71,67,0.1,2842.938353,112249,1,11.7
68.1,219,55,4.61,89,2920,24.3,84,4.56,89,0.1,276.289146,9848132,1,11.7
68.1,217,56,5.02,88,1536,23.7,88,4.46,88,0.1,2581.818554,96866642,1,11.6
68,218,57,4.96,87,6538,23.1,87,4.29,87,0.1,2352.518156,9527794,1,11.5
67.9,218,58,4.85,77,6368,22.6,78,4.37,79,0.1,2129.499242,93726624,1,11.4
68,219,59,4.42,85,1469,22.1,86,4.41,87,0.1,1825.341521,9222879,1,11.7
67.5,217,60,4.21,88,341,21.6,91,4.5,91,0.1,1919.466195,9751864,1,11.5
67.5,216,62,4.19,87,530,21.1,87,3.94,87,0.1,1672.685433,8929349,1,11.4
67.3,219,63,4.08,77,9,2.6,88,3.95,88,0.1,1391.772325,8789419,1,11.5
67,223,65,4.22,49,118,2.1,9,3.91,89,0.1,1194.697155,86274237,1,11.6
67.3,218,66,4.45,48,3025,19.6,85,3.23,88,0.1,179.3715,84678493,1,11.6
67.2,217,67,4.44,52,10511,19.2,85,3.25,84,0.1,11.553196,8331954,1,11.6
66.8,221,68,4.42,42,7003,18.7,77,2.79,79,0.1,1.68135,813526,1,11.4
66.8,221,68,4.54,45,7360,18.3,76,3,79,0.1,957.287441,79665315,1,11.4
66.8,219,69,4.73,7,7120,17.8,74,3.21,78,0.1,138.91977,77991569,1,11.4
73,225,13,10.12,97,4711,59.9,97,7.7,97,0.1,14125.961,143819666,2.3,14.9
70,229,14,10.58,97,2339,59.3,98,7.9,97,0.2,15543.67653,14356911,2.3,14.6
69.6,237,14,10.99,97,2123,58.7,98,6.88,97,0.3,15154.45687,14321676,2.3,14.3
69.4,242,14,11.04,97,629,58.1,97,6.61,97,0.3,14212.687,14296868,2.3,14
68.4,256,15,11.05,97,129,57.5,98,6.83,97,0.2,1674.98771,142849449,2.3,13.7
68.2,261,15,11.21,98,101,57,98,7.44,98,0.3,8562.89598,142785342,2.3,14
67.5,278,16,12.04,98,27,56.6,98,6.22,98,0.3,11635.2637,14274235,2.3,13.9
67.3,282,16,12.19,98,173,56.1,98,5.38,98,0.3,911.25385000000006,1428588,2.4,13.8
66.4,3,17,11.79,98,1147,55.7,98,5.3,98,0.3,692.194398,14349528,2.4,13.8
65,327,18,11.57,97,454,55.3,98,5.21,98,0.3,5323.473877,143518523,2.4,13.7
64.9,321,19,11.5,96,2444,55,98,5.19,97,0.3,412.372294,1446754,2.5,13.6
64.6,322,20,11.32,94,3291,54.7,97,5.61,96,0.4,2975.132778,144648257,2.6,13.2
64.8,313,20,10.87,81,580,54.5,97,5.99,97,0.3,2375.5944,1453646,2.7,12.8
65.1,38,21,10.47,43,2072,54.2,97,5.67,96,0.3,21.362386,14597683,2.8,12.5
65.7,23,12,0.01,98,10,2.8,98,7.53,98,0.4,76.5699517,11345357,5.8,10.8
65.2,233,12,0.01,98,17,2.1,98,7.69,98,0.5,688.8768557,1165151,5.9,10.8
64.6,239,13,0.01,98,75,19.5,98,7.68,98,0.7,678.796973,1788853,6.1,10.5
63.8,247,14,8.34,97,31,18.9,93,7.71,97,1.3,617.317648,151671,6.3,10.2
62.8,26,16,7.92,97,121,18.3,93,7.91,97,2.3,563.491487,1246842,6.5,10
61,288,17,7.11,97,5,17.7,93,7.2,97,2.8,539.1538211,9977446,6.6,10.2
68,282,18,6.39,97,6,17.1,97,7.66,97,3.7,5.6687264,978169,6.7,10.4
59.6,295,20,6.78,97,26,16.5,98,8.49,97,5,44.853339,944742,6.8,10.1
57.6,328,22,6.88,99,494,15.9,99,1.2,99,6.2,342.3656294,92658,6.8,9.3
55.3,37,24,7.01,95,129,15.4,95,6.83,95,7.1,287.931877,8991735,6.8,8.8
53.4,397,26,6.75,89,386,14.9,89,6.24,89,7.7,236.9114381,8818438,6.9,8.2
52,48,29,6.66,96,1064,14.5,96,6.34,96,8.1,212.6619491,868346,7,7.6
57,415,31,7.82,88,2738,14.1,85,4.18,88,8,196.59778,853625,7.2,7.2
73.8,128,0,0.01,56,0,74.3,58,7.22,63,0.1,4178.973369,19229,0.2,12.9
73.6,131,0,0.01,6,0,73.8,62,6.91,67,0.1,4219.65123,19757,0.2,12.9
73.2,136,0,0.01,64,1,73.4,62,5.2,64,0.1,4234.554443,189194,0.2,12.9
73,139,0,2.15,58,0,72.9,6,5.8,65,0.1,3942.9827,187665,0.2,12.9
72.6,144,0,3.01,57,8,72.5,57,5.7,62,0.1,3453.487434,18625,0.2,12.9
76,172,0,2.88,44,0,72,45,5.4,49,0.1,335.112838,184826,0.2,12.9
72.5,146,0,3.97,12,0,71.4,54,4.52,26,0.1,359.82223,183526,0.2,12.9
72.2,149,0,3.85,46,0,7.9,49,5.25,53,0.1,322.543121,182286,0.2,12.9
72,153,0,3.52,35,0,7.3,37,4.68,39,0.1,287.963899,18194,0.2,12.7
71.6,16,0,3.63,41,0,69.7,55,4.47,49,0.1,2571.262348,179929,0.2,12.6
71.4,162,0,3.62,54,0,68.9,26,4.45,55,0.1,2351.33814,178781,0.2,12.4
79,169,0,4.17,83,0,68.2,82,4.71,83,0.1,197.29417,177662,0.2,12.3
76,174,0,3.3,86,0,67.4,85,5.1,86,0.1,1631.41727,176582,0.2,12.1
75,175,0,3.43,89,0,66.5,83,5.16,85,0.1,1555.47451,175566,0.2,12
72,18,0,3,89,0,65.6,94,5.31,95,0.1,154.68923,17461,0.2,12.1
67.3,191,0,0.01,95,0,3.1,95,8.35,95,0.2,1821.878734,191266,5.6,11.1
67.1,192,0,0.01,97,0,29.3,97,9.76,97,0.2,1619.532678,18745,5.7,11
66.9,194,0,0.01,96,0,28.5,96,8.6,96,0.5,138.949959,182889,5.9,10.8
66.6,198,0,5.69,96,0,27.7,96,5.44,96,0.5,134.326189,1788,6,10.6
66.2,24,0,5.58,98,0,26.9,98,5.24,98,0.5,1129.754961,174776,6.1,10.6
65.8,21,0,4.13,98,0,26.2,99,6.65,98,0.9,199.57146,17813,6.3,10.1
65.4,215,0,4.36,99,0,25.4,99,5.66,99,0.9,1126.46212,166913,6.5,10.4
65.1,217,0,4.14,87,0,24.7,98,7.44,97,1.2,894.927988,16311,6.7,10.3
64.7,22,0,5.46,75,0,24,97,7.84,97,1.2,843.89447,159328,6.9,10.2
64.3,222,0,5.27,96,0,23.4,97,1.4,97,1.6,81.86157,15563,7,10
63.8,224,0,5.78,7,0,22.8,99,9.94,96,1.6,693.345683,151969,7.2,9.8
63.4,225,0,6.54,43,0,22.2,94,11.12,94,1.6,649.342153,148372,7.4,9.7
66.4,192,19,0.26,89,32,23.8,85,4.66,89,0.3,152.443873,14546111,9.7,9.1
66,196,20,0.26,92,17,23.2,89,4.51,92,0.3,148.912351,141232,9.9,8.7
65.6,2,20,0.28,91,46,22.7,83,4.31,91,0.4,136.4518,1373513,1,8.3
64.9,26,20,0.32,92,18,22.2,89,4.42,92,0.4,18.25321,13391,1.2,7.9
64.3,212,21,0.28,89,428,21.7,76,4.62,89,0.4,11.631377,12916229,1.4,7.7
63.5,219,21,0.3,86,999,21.2,83,4.81,86,0.5,12.566464,1255917,1.6,7.5
62.8,225,22,0.28,88,6,2.8,87,4.94,88,0.6,11.33678,1223957,1.8,7.1
62.1,23,22,0.32,94,11,2.3,93,4.72,94,0.7,95.3978522,11873557,11,6.8
61.3,236,23,0.34,89,3,19.9,89,5.44,89,0.7,89.838296,11556763,11.2,6.6
65,242,23,0.33,84,0,19.5,84,5.35,84,0.7,773.8698713,11251266,11.4,6.4
59.7,247,24,0.35,54,31,19.1,87,5.68,87,0.7,733.581811,1955944,11.6,6.2
75.4,123,1,9.09,92,37,59.4,93,1.37,93,0.1,62.173221,713576,2.1,14.3
75.3,122,1,9.16,91,1,58.9,97,1.12,95,0.1,6353.826383,7164132,2.1,14.1
74.9,126,1,9.38,97,0,58.3,93,9.89,91,0.1,5659.3824,719977,2.1,14
74.6,127,1,9.56,94,370,57.7,94,9.72,94,0.1,6423.291783,723499,2.2,13.5
74.4,128,1,9.65,89,20,57,91,1.9,91,0.1,5411.87744,7291436,2.2,13.6
74.1,131,1,9.85,93,1,56.4,97,9.9,95,0.1,5821.35397,73287,2.3,13.6
74,132,1,9.54,93,2,55.8,95,1.5,95,0.1,671.773913,735222,2.3,13.5
73.8,132,1,9.3,99,201,55.1,93,1.2,94,0.1,5458.121718,7381579,2.4,13.5
73.6,133,1,8.58,93,2,54.5,97,8.99,92,0.1,4129.758741,7411569,2.5,13.4
73,135,1,9.6,65,2,53.9,98,8.7,98,0.1,3528.1318,744769,2.5,13.2
73,134,1,7.42,89,11,53.3,96,8.24,88,0.1,3331.228766,7463157,2.6,13.1
73,17,0,0.01,99,0,36.2,99,3.37,99,0.1,1557.77892,91359,5.7,13.2
72.9,172,0,0.01,99,0,35.5,98,3.58,98,0.1,15687.34795,89949,5.7,13.5
72.7,174,0,0.01,99,0,34.8,98,4.8,98,0.1,12845.17363,8833,5.7,13.5
72.6,177,0,9.72,99,0,34.2,99,3.38,99,0.1,12189.9516,87441,5.7,13.3
72.4,18,0,6.51,99,0,33.5,99,3.59,99,0.1,184.68447,8977,5.8,13.2
72.3,182,0,4.94,99,0,32.4,99,2.64,99,0.1,976.9566,87298,5.8,13.2
72.2,184,0,6.33,99,0,31.8,99,2.64,99,0.1,11122.8627,86956,5.9,13.2
72.2,185,0,8.12,99,1,31.2,99,3.3,99,0.1,12154.82994,8533,5.9,13.1
72.2,185,0,8.12,99,10,3.7,99,3.73,99,0.1,1214.39987,846,5.9,13.1
72.2,185,0,7.82,99,0,3.1,99,3.91,99,0.1,1192.5174,82858,6,12.1
72.1,186,0,7.91,99,0,29.2,99,4.17,99,0.1,1176.65871,82475,6,12.3
72.1,185,0,7.41,99,0,28.7,99,4.64,99,0.1,8524.961236,82781,6.1,12.1
72.1,186,0,11.15,99,0,28.1,99,4.21,99,0.1,8331.261997,83723,6.1,12.1
72,187,0,6.72,96,0,27.6,96,4.45,96,0.1,7663.1378,8122,6.2,12.2
71.8,188,0,8.24,98,0,27.1,98,4.62,98,0.1,7578.85153,81131,6.3,12.3
48.1,463,23,0.01,83,1006,23.8,83,11.9,83,0.6,78.4394757,779162,7.5,9.5
54,47,23,0.01,92,15,23.3,92,11.59,92,0.8,71.8186998,692279,7.7,9.3
49.7,411,25,0.01,91,678,22.7,91,11.24,91,0.9,561.8984239,676613,7.9,9.1
48.9,418,26,3.78,89,1865,22.2,88,11.98,89,1.3,445.525,6611692,8.1,8.9
48.1,424,27,3.84,86,1089,21.7,84,1.32,86,1.6,45.128418,645872,8.3,8.7
47.1,433,28,3.97,84,31,21.2,81,13.13,84,1.7,394.5932439,63126,8.5,8.5
46.2,441,29,3.91,77,44,2.7,75,1.29,77,1.9,46.3759178,6165372,8.7,8.3
45.3,45,29,3.86,63,0,2.2,63,1.12,64,2.2,358.8274716,615417,8.9,8.2
68.8,183,0,0.01,88,0,49.7,94,5.5,88,0.1,29.652622,57554,1.1,9.6
68.8,182,0,0.01,94,0,48.9,99,5.42,94,0.1,188.5159,563513,1.1,9.5
68.7,184,0,0.01,99,0,48.1,99,5.48,99,0.1,1858.689868,551531,1.2,9.4
68.5,186,0,0.99,99,0,47.2,99,5.8,99,0.1,1642.837974,539614,1.2,9.4
68.3,188,0,1.1,9,0,46.4,94,7.47,9,0.1,1272.44825,52779,1.2,9.3
68.1,192,0,1.21,92,0,45.5,98,7.92,92,0.1,1158.282672,51679,1.2,9.3
68,193,0,1.09,89,0,44.7,94,5.97,89,0.1,125.79167,54477,1.2,9.2
67.6,2,0,0.85,9,0,43.8,93,6.42,9,0.1,146.931125,49294,1.2,9
67.6,2,0,0.99,99,0,43,99,6.66,99,0.1,948.6592511,481422,1.3,8.4
67.4,24,0,0.9,83,0,42.1,9,7.83,89,0.1,88.874858,469885,1.3,8.3
67.1,29,0,1.18,81,0,41.3,89,5.64,9,0.1,818.442619,458324,1.3,8.1
66.8,215,0,1.18,79,0,4.4,84,6,84,0.1,744.7657423,446769,1.3,8
66.5,22,0,1.08,75,0,39.6,78,6.9,78,0.1,784.9562874,435262,1.4,7.3
66.2,227,0,0.7,83,0,38.7,88,6.44,84,0.1,944.81684,423853,1.4,6.6
65.8,235,0,0.71,81,0,37.9,88,4.56,86,0.1,154.518572,41269,1.4,7.2
62,347,42,7.38,8,66,5.3,77,8.8,77,3.7,6479.625659,54146734.74,4.9,13
69,371,43,7.34,7,25,49.5,73,8.78,73,4.5,6876.953821,53311955.61,5.4,12.8
59.2,48,43,7.38,68,32,48.7,65,8.79,65,7.6,7548.163698,5256515.8,6,12.8
58.9,413,43,7.38,76,92,47.9,69,8.61,69,8.5,849.954224,51729345.36,6.6,12.8
58,428,43,7.28,71,12499,47.2,72,8.5,72,11,7362.76139,5979432.36,7.3,12.8
56.5,449,46,7.6,74,5857,46.4,75,8.39,76,19,5888.6284,5255813.11,8.1,12.8
55.3,473,50,8.19,76,39,45.7,77,7.75,79,23.5,5786.59972,49557573.3,8.9,12.9
54.5,486,51,8.48,83,31,45,79,7.53,82,26.4,6125.39984,48883844.99,9.7,12.9
54,496,54,8.5,83,81,44.3,79,7.57,82,28.1,5631.73485,4823384.48,1.6,12.9
